,content,annotation,extras
11975,HAPPY BIRTHDAY DAN PANOSIAN THE SUPER QUEEN OF LOVE/HATE/POWER/SAVY/HOLLYWOOD AND CAKE,"{'notes': '', 'label': ['0']}",
11976,perhaps i should call it that to freak the family out.,"{'notes': '', 'label': ['0']}",
11977,i absolutely hate collections  don't you??? sucky part of job.,"{'notes': '', 'label': ['0']}",
11978,damn  i need a job at  your place!,"{'notes': '', 'label': ['0']}",
11979, morning. How u 2day? Pls tell Gary we practising at 4pm 2day. I will cum early 2 pick up parcel at gatesville post office.,"{'notes': '', 'label': ['0']}",
11980,"Should have read ""Don&#8217;t forget to enter my contest"". But it chopped off the ""est"". What a whore...LOL","{'notes': '', 'label': ['0']}",
11981,Yeah.. :c My brother freaking sucks (in case you did not see the other message seen what I said to my other friend).,"{'notes': '', 'label': ['0']}",
11982,WILL U PICK UP UR DAMN PHONE???,"{'notes': '', 'label': ['0']}",
11983,oooh damn that sounds good!,"{'notes': '', 'label': ['0']}",
11984,YOU TELL THAT BITCH SNOWSTORM NOTHING AIN'T GONNA GET YOU DOWN!,"{'notes': '', 'label': ['0']}",
11985,That muthatrucka didn't say a damn thing 2 me bout it.I'm gonna kick him in the balls,"{'notes': '', 'label': ['0']}",
11986,Let's see what else comes my way  and then we'll see.  I hate to take your gift card.  LOL,"{'notes': '', 'label': ['0']}",
11987,that rly sucks gabe. drink a lot of warm tea! it helps me when i have a sore throat but then again urs is much more srs. :(,"{'notes': '', 'label': ['0']}",
11988,I HATE BRA SHOPPING AS WELL!!,"{'notes': '', 'label': ['0']}",
11989,Aw  that sucks. Get better soon  Saurez.,"{'notes': '', 'label': ['0']}",
11990,I hate the cold. Wish I wasn't working today  either. But oh well. It's almost Christmas!,"{'notes': '', 'label': ['0']}",
11991,Damn  gurl  you goin' places.,"{'notes': '', 'label': ['0']}",
11992,Those dogs look FAT to me!! ;-),"{'notes': '', 'label': ['0']}",
11993,eek that sucks... the floor under is going bad?,"{'notes': '', 'label': ['0']}",
11994,- Rubacky's just too damn cute. :-) He's one of the best AMs around  too.,"{'notes': '', 'label': ['0']}",
11995,-- I'm an attention whore  man. It was only a matter of time. NY &gt; CA.,"{'notes': '', 'label': ['0']}",
11996,  @shayscene --I'm sayin'! I mean  I'm a Winnie Cooper guy  but Topanga was a good ass woman. Plus...the rack! Yowza!,"{'notes': '', 'label': ['0']}",
11997,Man I didn't hate you until I found out you've been to france a few times.,"{'notes': '', 'label': ['0']}",
11998,Hey Matt  I hate to say it...... but maybe its YOU!  Or  do you break things just so you can be the hero.... cool idea!,"{'notes': '', 'label': ['0']}",
11999,yearly moby dick readathon in new bedford where melville began his story of the great white whale,"{'notes': '', 'label': ['0']}",
12000,#firstcar was a 1979 rust colored  small Subaru station wagon. It was a PoS but had 4WD & a bad ass kicker speaker in the back,"{'notes': '', 'label': ['0']}",
12001,"TOTALLY!! And he's a bit too much ""a capuccino of this"" and ""a pur&#233;e of that"" for my liking. The kids also seemed to hate him!","{'notes': '', 'label': ['0']}",
12002,Yup  gypsy bitch is one of my faves from devil doll,"{'notes': '', 'label': ['0']}",
12003,I hate the judge shows,"{'notes': '', 'label': ['0']}",
12004,I also hate talk shows and reality tv.,"{'notes': '', 'label': ['0']}",
12005,I don't want a car. Times like this make me glad I drive a big ass SUV,"{'notes': '', 'label': ['0']}",
12006,"I just HATE seeing that pretty face in that sqaure and those clever tweets next to it with ""via web"" underneath!  *sigh*","{'notes': '', 'label': ['0']}",
12007,Madonna concert w/ @lcastinado. got here in 15 mins and got free VIP parking. Sweet-ass!,"{'notes': '', 'label': ['0']}",
12008,It sucks when the kids are sick and it is ALL night.  Worse than toothache is vomit in the middle of the night.,"{'notes': '', 'label': ['0']}",
12009, Haha. Total poser.,"{'notes': '', 'label': ['0']}",
12010,I hope you're right... I hate watching the Skers struggle like they have  although we went through it once upon a time as well,"{'notes': '', 'label': ['0']}",
12011,I agree with you... just hate that we're going to be hearing about it. Only hoped for their loss so Mack could move on and grow up.,"{'notes': '', 'label': ['0']}",
12012,yo peezy... celeb status already??? I mean damn.. it hasnt even been a WEEK YET!!! Eh..I dont mind and Im sure you dont mind :D,"{'notes': '', 'label': ['0']}",
12013,they mad that they don't grind hard enough to get signed  reason why a lot of ppl hate Charles Hamilton,"{'notes': '', 'label': ['0']}",
12014,hate is good tho  free publicity  ppl who hate don't realize how much good it does to the other person,"{'notes': '', 'label': ['0']}",
12015,look at soulja boy  Many Many MANY ppl hate him and constantly talk about him  all that is free publicity,"{'notes': '', 'label': ['0']}",
12016,Alos  do you knwo how to change my IA username? My current one sucks + the department (MSTV) has been dispanded,"{'notes': '', 'label': ['0']}",
12017,Hey  it's still the new year here hehe( and unfortunately  I'm still a smart ass). Happy New Year! I'm jealous of your trip.,"{'notes': '', 'label': ['0']}",
12018,OMG i would have went postal on her ass.  seriously,"{'notes': '', 'label': ['0']}",
12019,aw that sucks!  hope you are feeling better soon!,"{'notes': '', 'label': ['0']}",
12020,take the damn job even if it's just a meager stipend!,"{'notes': '', 'label': ['0']}",
12021,as long as its not ass hair you are ok!,"{'notes': '', 'label': ['0']}",
12022,hello fellow ICM nerd : ),"{'notes': '', 'label': ['0']}",
12023,Joe the Plumber: scofflaw  activist  or just another cheap-ass?,"{'notes': '', 'label': ['0']}",
12024,are you hitting on me Now too? Damn it. Maybe I DO need my comic avatar back!,"{'notes': '', 'label': ['0']}",
12025,damn man sorry to hear that,"{'notes': '', 'label': ['0']}",
12026,Wow for awhile I thought I was the only one getting these poser follows... Phewwww Nightmare over. Thanks,"{'notes': '', 'label': ['0']}",
12027,damn right!  whats the point in having friends in the business if you can't get free shit from them?,"{'notes': '', 'label': ['0']}",
12028,I'd hate to sound jaded  but daft punk ruined everyone else because they could never come close. :( robot human,"{'notes': '', 'label': ['0']}",
12029,I hate hot weather  makes me want to punch people... Just because it's hot,"{'notes': '', 'label': ['0']}",
12030,LOLI hate 'em too. I try to eat clean now and get all of what i can from lean meats. For you I know is a different case. Protein bars?,"{'notes': '', 'label': ['0']}",
12031, I hate to admit it but  you appear to be more Jamaican than I am :-s :P,"{'notes': '', 'label': ['0']}",
12032,damn right! I don't do many things well but cheese is one of them.  We're gonna release Rudolf on iTunes to try to grab the Xmas #1,"{'notes': '', 'label': ['0']}",
12033,"Damn me and my ""purty"" mouth!  Why couldn't I have been born with an ugly one!","{'notes': '', 'label': ['0']}",
12034,damn it. i lost any cred i had built up with murs. @srhaber: yes  love the new dcfc record!,"{'notes': '', 'label': ['0']}",
12035,i know fuck them,"{'notes': '', 'label': ['0']}",
12036,sorry my friend...no other team do i hate more than the cowboys...i do want jason witten to do well though,"{'notes': '', 'label': ['0']}",
12037,O. M. G. FREAK. no offense.,"{'notes': '', 'label': ['0']}",
12038,That's 'cause I was rolling about in it earlier. You better be getting a fuckin' skullet tomorrow. Cunt.,"{'notes': '', 'label': ['0']}",
12039,damn that shit probably gonna be pack like a can of spam,"{'notes': '', 'label': ['0']}",
12040,That was so. damn. funny.,"{'notes': '', 'label': ['0']}",
12041,Blue better be your color  chick. Fuck.,"{'notes': '', 'label': ['0']}",
12042,"Hah  wish I could do that. Being a part of ""essential operations"" sucks :(","{'notes': '', 'label': ['0']}",
12043,You'd god damn well better be an Engineer. all I'm saying.,"{'notes': '', 'label': ['0']}",
12044,such a hater. Damn  if you want some just ask instead of bashing it.,"{'notes': '', 'label': ['0']}",
12045,.... only got to find out how gay some people are! hahahaha!,"{'notes': '', 'label': ['0']}",
12046,because secretly  you hate yourself.  ^^,"{'notes': '', 'label': ['0']}",
12047,I hate iMovie 2008. I downloaded the older version.,"{'notes': '', 'label': ['0']}",
12048,I don't mind using the exclamation point. It's the overuse  I hate. I have some teacher friends using 3-4 after every sentence!,"{'notes': '', 'label': ['0']}",
12049,I hate Comic Sans. I have tried for 10 years to get it out of the schools. Teachers love it.,"{'notes': '', 'label': ['0']}",
12050,sucks man. tire* sorry spelling/grammar freak. yeah it's fantastic. wore me out though.,"{'notes': '', 'label': ['0']}",
12051,lol. seriously? Each to their own... me  I hate oysters...,"{'notes': '', 'label': ['0']}",
12052,"odd  Bloxx banned worstseoblog on my system ""Prohibited by URL database (Hate-and-discrimination)"". GAH.","{'notes': '', 'label': ['0']}",
12053,LMAO. Dont you like to piss off everyone as a rule?,"{'notes': '', 'label': ['0']}",
12054,too bad I don't want you to taste my juicy pussy.,"{'notes': '', 'label': ['0']}",
12055,no I haven't tasted my own pussy. I don't bend that way.,"{'notes': '', 'label': ['0']}",
12056,Dont hate your life... Friday is just round the corner... :P,"{'notes': '', 'label': ['0']}",
12057,awww baby  it's gonna be a fat bastard dinner for me on Sat night!,"{'notes': '', 'label': ['0']}",
12058,stick with Digg Reddit sucks big time.,"{'notes': '', 'label': ['0']}",
12059,its the fat white one. When the recession is over would buy Logitech diNovo BT KB Sweet!,"{'notes': '', 'label': ['0']}",
12060,I love the new photo. Sexy  Gay Doris Day  in its own way,"{'notes': '', 'label': ['0']}",
12061,damn u and ur single malt all i got is a blend :(,"{'notes': '', 'label': ['0']}",
12062,:P as much as i love the holidays i hate xmas music and decorations... oh and hate snow...,"{'notes': '', 'label': ['0']}",
12063,omg... lol i hate myself im gonna take some ambien ill catch u later :P when i wake from my coma,"{'notes': '', 'label': ['0']}",
12064,damn... i envy ur bandwidth :(,"{'notes': '', 'label': ['0']}",
12065,damn fwy is still all red! What's wrong with people?,"{'notes': '', 'label': ['0']}",
12066,kick ass at the GRE today!,"{'notes': '', 'label': ['0']}",
12067,sucks about that flu bug you are going to come down with on Thursday. Feel better!,"{'notes': '', 'label': ['0']}",
12068,Mad? Fuck that Least Coast noise.,"{'notes': '', 'label': ['0']}",
12069,"Which you are taking to mean they would be ""mandated"" to teach gay marriage ""as part of sex education curriculum"" #TCOT ?","{'notes': '', 'label': ['0']}",
12070,Crazy lawsuits happen every day. God and the fabric of mankind is more powerful than gay marriage or a Canadian lawsuit #TCOT,"{'notes': '', 'label': ['0']}",
12071,Just remind libs that Barack Obama is against gay marriage and like everything else they will follow #TCOT,"{'notes': '', 'label': ['0']}",
12072,I hate hives.  Get well soon!,"{'notes': '', 'label': ['0']}",
12073,oh  you'll get used to it.  Just learn to type less.   elmn8 vwls u dnt need.  Oh god  I feel like AIM whore...,"{'notes': '', 'label': ['0']}",
12074,DAMN YOU.. i miss talking to u go on msn once in a while -.-,"{'notes': '', 'label': ['0']}",
12075,BTW Gort is the fucking doomsday robot - and still manages to have greater range than Mister Reeves.,"{'notes': '', 'label': ['0']}",
12076,- re: Conservative Leader of Manitoba - glad to know you remained polite & civil.  Did you tell him @StephenHarper is a dick?,"{'notes': '', 'label': ['0']}",
12077,#NAME?,"{'notes': '', 'label': ['0']}",
12078,- you bitch slappin @kevinrose over da weather - LOL,"{'notes': '', 'label': ['0']}",
12079,fight it sweetheart i would hate for you to lose that beautiful voice to smoking,"{'notes': '', 'label': ['0']}",
12080,"I flat hate when things get ""silly"" like this AND it's all of a $16 000 sale on top of it. A time eater that's for sure...","{'notes': '', 'label': ['0']}",
12081,@Pistachio Auto-DMs are the reason I disabled text message from twitter to my phone. What a pain in the ass!,"{'notes': '', 'label': ['0']}",
12082,That question sucks. JB played hard & consistent; KM was hard and chaotic and brilliant. I think it's a straight up tie.,"{'notes': '', 'label': ['0']}",
12083,damn bro. Next time go partying like that  holla!,"{'notes': '', 'label': ['0']}",
12084,he  he and some people bitch about never hearing back from them ;-),"{'notes': '', 'label': ['0']}",
12085,I don't fuck wit T.O. nomore either  it ain't Romo fault he can't catch!!,"{'notes': '', 'label': ['0']}",
12086,Michigan doesn't make superstars...... just regular ass players look at Charles Woodson,"{'notes': '', 'label': ['0']}",
12087,I'm good for a lot more than some damn pie but that's another conversation lol,"{'notes': '', 'label': ['0']}",
